V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
14065.919921875,14066.536,14051.0,14047.089,14059.187,14049.595,14066.454,14063.935,14054.703,14059.8545,14071.655,14031.46,14033.505,14065.583
5349.439453125,5356.3086,5351.4434,5365.217,5345.896,5351.816,5349.481,5357.4287,5357.8853,5353.3667,5365.917,5374.612,5371.4683,5376.969
12397.5322265625,12355.869,12388.046,12434.427,12426.584,12478.624,12437.834,12481.547,12563.181,12582.393,12532.329,12502.439,12562.179,12552.423
9650.3125,9645.29,9643.991,9650.026,9647.781,9656.612,9650.5205,9650.266,9648.076,9649.201,9653.369,9652.67,9659.45,9653.619
12828.7666015625,12825.174,12816.234,12810.214,12825.02,12812.269,12804.214,12810.915,12791.559,12773.427,12807.378,12786.841,12765.547,12787.3
14164.755859375,14156.117,14147.6455,14158.42,14161.321,14170.11,14164.645,14168.024,14146.946,14167.989,14160.946,14163.701,14172.23,14156.053
13281.6796875,13253.983,13285.92,13275.34,13297.651,13313.842,13271.994,13273.572,13287.625,13328.18,13331.469,13270.396,13234.619,13247.945
1591.055908203125,1587.8356,1585.2731,1586.4038,1591.5038,1594.4222,1593.2124,1590.1106,1588.7329,1584.7823,1596.433,1593.2496,1592.7207,1593.0634
1387.8536376953125,1389.4423,1390.7295,1383.1289,1390.7455,1387.2649,1395.9617,1389.9822,1400.593,1394.1451,1401.3923,1395.5541,1408.5162,1406.4902
1511.0653076171875,1526.2736,1528.5033,1514.8201,1506.7043,1519.4503,1521.733,1526.9728,1528.3597,1520.2705,1528.018,1525.6005,1527.8433,1534.4581
2051.103515625,2051.3777,2060.223,2050.8057,2055.6736,2060.6614,2059.534,2052.8523,2062.2654,2065.7146,2061.1782,2056.6785,2060.0112,2067.1213
1470.7630615234375,1470.7913,1466.8967,1470.1212,1470.4199,1471.2942,1467.8037,1471.5421,1485.1008,1478.4646,1485.5038,1478.0541,1484.8107,1480.627
1049.0538330078125,1050.2537,1051.2273,1045.4825,1051.2384,1048.6068,1055.1799,1050.6584,1058.6782,1053.806,1059.2856,1054.8728,1064.6693,1063.1365
1259.7281494140625,1257.1774,1255.1476,1256.0421,1260.0797,1262.3903,1261.4342,1258.9772,1257.8872,1254.7574,1263.9819,1261.4633,1261.0463,1261.3153
1248.3505859375,1248.3733,1245.0686,1247.8037,1248.0568,1248.7994,1245.8375,1249.0109,1260.5209,1254.8884,1260.8622,1254.537,1260.2737,1256.72
1447.4647216796875,1444.9014,1445.4259,1440.0576,1446.5432,1441.9545,1452.0245,1447.8428,1453.8341,1447.3977,1453.8121,1445.7893,1455.9255,1455.8191
1689.55712890625,1682.549,1678.9832,1669.9183,1677.0339,1679.4615,1691.3344,1691.7513,1697.5176,1693.5795,1691.8484,1681.9863,1685.7039,1681.617
2546.6982421875,2547.1707,2550.132,2558.463,2558.7412,2552.9805,2556.73,2545.4177,2545.6458,2552.5898,2553.5737,2554.5713,2550.6958,2548.995
1575.9794921875,1569.4441,1566.1235,1557.6649,1564.3163,1566.5664,1577.6436,1578.0258,1583.4117,1579.7318,1578.1218,1568.924,1572.402,1568.5857
1622.06640625,1619.6527,1616.0073,1611.7031,1620.1383,1615.5585,1623.1937,1620.3682,1620.3181,1616.1407,1625.4349,1618.1077,1621.9473,1628.9636
1337.640625,1332.0918,1329.2644,1322.0875,1327.7233,1329.6483,1339.054,1339.3817,1343.9486,1340.8262,1339.4547,1331.6454,1334.5873,1331.349
1552.041748046875,1549.2921,1549.857,1544.099,1551.0531,1546.1294,1556.9303,1552.4456,1558.8701,1551.9679,1558.8472,1550.2462,1561.1147,1560.9978
1284.2030029296875,1282.2897,1279.404,1275.9948,1282.6733,1279.048,1285.0935,1282.8547,1282.8158,1279.5106,1286.8657,1281.0637,1284.1061,1289.6642
1513.031982421875,1510.7793,1507.3776,1503.3613,1511.2313,1506.952,1514.0781,1511.4441,1511.3978,1507.501,1516.1711,1509.3337,1512.9181,1519.4608
15368.1708984375,15358.831,15358.111,15387.048,15342.045,15358.3125,15273.819,15346.96,15364.808,15329.091,15349.694,15281.408,15343.963,15358.574
10977.345703125,10967.733,11003.565,10956.204,10989.82,10955.154,10940.574,10984.555,10957.893,10937.622,10990.547,10954.548,10868.063,10898.082
5838.80908203125,5837.152,5842.5903,5835.6816,5839.1396,5851.2046,5840.769,5844.1533,5842.9517,5854.429,5854.411,5844.219,5840.3774,5843.169
11208.0615234375,11202.605,11178.979,11224.13,11187.086,11197.801,11150.113,11198.242,11210.068,11173.795,11194.956,11143.947,11204.738,11213.898
5170.34375,5128.5283,5146.8433,5124.2114,5150.8853,5133.7563,5154.5,5147.021,5134.0874,5124.4536,5138.6646,5140.1777,5129.6187,5138.874
11700.2119140625,11703.923,11679.481,11709.634,11682.836,11693.935,11642.375,11696.305,11701.551,11677.882,11692.507,11671.338,11646.518,11672.489
4661.576171875,4658.9033,4663.777,4662.335,4664.095,4668.8667,4667.222,4663.735,4664.9155,4668.872,4667.0815,4665.0996,4662.1514,4666.336
10094.291015625,10092.556,10056.988,10112.177,10074.531,10085.909,10052.509,10085.422,10096.698,10062.265,10083.354,10042.742,10100.315,10105.974
9912.6962890625,9880.295,9875.096,9856.169,9869.089,9926.614,9912.466,9935.225,9917.796,9907.315,9901.23,9873.44,9835.939,9853.973
12431.1201171875,12383.498,12385.728,12365.248,12447.971,12472.964,12402.704,12486.969,12564.0625,12468.958,12574.468,12484.281,12556.725,12538.553
11877.6962890625,11866.632,11904.873,11853.982,11891.276,11851.462,11837.463,11884.636,11854.259,11833.776,11890.57,11851.098,11756.095,11789.197
12982.5,12987.936,12959.468,12992.85,12962.95,12972.591,12913.612,12976.804,12977.466,12954.054,12969.717,12944.637,12912.817,12946.125
7375.43798828125,7348.991,7346.843,7353.53,7375.233,7362.164,7334.2676,7333.257,7342.7876,7317.444,7342.0186,7330.124,7310.1924,7321.254
15314.90234375,15299.331,15353.059,15287.019,15348.056,15284.775,15291.206,15318.009,15279.565,15253.376,15322.658,15278.32,15159.529,15200.209
8197.158203125,8187.965,8203.893,8205.683,8187.8506,8183.881,8194.946,8212.886,8229.28,8216.586,8208.343,8210.164,8242.596,8223.789
14782.7734375,14726.696,14729.121,14720.359,14804.8125,14828.854,14747.176,14840.798,14923.903,14835.844,14940.0205,14842.148,14919.49,14897.661
1350.109375,1349.2192,1348.7572,1351.7207,1347.6178,1349.286,1342.071,1348.2601,1349.899,1346.5964,1348.3158,1342.6353,1348.4226,1349.5482
6717.1748046875,6718.679,6730.774,6716.683,6745.4487,6737.621,6735.293,6712.662,6705.1265,6709.6353,6756.6753,6723.577,6727.4688,6736.1055
11303.4423828125,11301.177,11294.447,11295.784,11300.941,11306.38,11289.318,11308.615,11266.998,11316.84,11307.369,11296.094,11289.314,11283.721
14922.5791015625,14907.741,14960.629,14895.619,14955.171,14893.922,14899.571,14926.022,14889.042,14862.737,14930.901,14887.592,14772.215,14811.981
11012.3056640625,10928.453,11000.465,11005.314,11043.38,11123.869,11126.707,11009.905,11043.788,11160.308,11083.568,11050.157,11088.53,11037.225
7061.82666015625,7065.619,7108.775,7093.8765,7084.865,7132.4873,7124.627,7144.821,7211.3643,7216.9297,7151.3687,7140.5234,7215.8164,7197.645
15170.197265625,15112.622,15114.737,15106.58,15193.073,15217.466,15133.597,15229.652,15314.569,15225.438,15331.384,15231.036,15310.144,15287.73
13636.400390625,13584.656,13587.665,13577.909,13656.078,13678.877,13603.592,13690.041,13767.39,13683.417,13781.813,13691.24,13763.265,13743.174
13417.185546875,13417.813,13399.793,13422.318,13392.49,13397.437,13338.15,13408.182,13387.268,13382.019,13391.909,13359.402,13304.792,13357.606
15648.3779296875,15669.01,15660.793,15644.342,15654.601,15642.737,15543.56,15621.858,15580.289,15546.542,15641.8955,15564.977,15432.189,15553.797
1448.2822265625,1450.0404,1445.2069,1451.2743,1451.84,1453.3954,1442.3759,1450.7913,1451.4583,1450.5619,1454.4686,1449.1744,1443.2979,1444.0181
8698.6591796875,8715.899,8697.167,8729.928,8704.283,8684.655,8656.543,8710.102,8730.598,8714.021,8720.955,8754.191,8727.262,8698.677
5726.07568359375,5724.0054,5721.5747,5739.698,5746.107,5728.5835,5750.9673,5722.53,5710.952,5726.7534,5756.2607,5727.9863,5749.6797,5746.0107
8450.8779296875,8434.409,8416.868,8425.204,8447.492,8445.146,8457.25,8452.6875,8466.725,8535.952,8432.836,8461.809,8455.044,8506.608
15246.80859375,15267.784,15258.701,15242.604,15252.816,15241.177,15143.208,15220.288,15179.67,15146.628,15239.093,15165.242,15036.44,15154.359
860.6171875,863.7643,879.9729,880.9508,875.97516,865.22864,868.21204,855.90546,860.43524,855.9871,860.3069,863.91364,880.7247,880.575
1381.5328369140625,1382.9817,1377.7456,1386.0516,1385.1531,1386.6257,1379.0981,1388.8597,1396.3956,1385.1865,1395.5741,1395.0631,1395.038,1397.9131
1390.2218017578125,1393.163,1391.2871,1391.9102,1392.545,1390.0951,1392.7249,1390.9199,1398.4539,1395.4974,1397.871,1400.2703,1401.1506,1398.8313
1309.25830078125,1309.139,1309.2592,1307.0856,1309.2549,1307.7821,1310.9128,1305.5576,1314.3424,1308.7572,1315.4023,1311.1647,1314.5913,1312.7662
1341.7281494140625,1337.9612,1336.3124,1337.0319,1342.1295,1340.5374,1338.4585,1340.4852,1345.372,1341.0768,1344.484,1343.2861,1346.0865,1345.2502
1081.2393798828125,1079.7002,1082.7241,1082.0067,1082.0773,1082.7002,1082.8586,1079.2681,1082.4688,1080.3281,1082.653,1085.9375,1085.7397,1085.2548
1223.5628662109375,1221.6156,1224.8529,1223.9664,1224.5298,1225.3168,1225.1064,1221.3439,1224.7809,1222.429,1225.3894,1228.6399,1228.2637,1227.9028
11450.80859375,11451.309,11449.754,11469.17,11463.618,11477.928,11497.072,11455.359,11518.377,11560.503,11535.885,11493.157,11564.099,11530.807
995.858154296875,997.9808,996.5912,997.0938,997.50635,995.79395,997.5462,996.45966,1001.75433,999.6388,1001.385,1003.12317,1003.638,1002.075
661.9706420898438,655.0267,656.3875,657.79175,663.1523,659.2615,651.36676,659.5152,663.32837,653.33484,665.1603,662.67706,663.2737,664.5791
1221.4034423828125,1222.7681,1218.0659,1225.3098,1224.5751,1225.875,1219.165,1227.907,1234.521,1224.5009,1233.7919,1233.4054,1233.2416,1235.871
1288.3411865234375,1284.7529,1283.1296,1283.8281,1288.723,1287.1707,1285.1841,1287.1438,1291.7993,1287.6022,1290.9436,1289.8087,1292.464,1291.7052
1157.35009765625,1157.3525,1157.3931,1155.5503,1157.388,1156.1682,1158.714,1154.2097,1161.8636,1156.9368,1162.8234,1159.2466,1162.0569,1160.5981
1694.28564453125,1691.1896,1695.2113,1693.9384,1695.5278,1696.7499,1695.7544,1691.1344,1695.4948,1692.29,1697.1324,1700.8451,1699.8655,1699.5854
1142.0919189453125,1141.353,1138.1414,1138.2582,1141.5397,1138.4978,1139.0876,1137.04,1141.8768,1137.3392,1143.561,1139.9984,1144.2673,1141.7124
1602.952880859375,1604.6128,1598.4779,1608.1919,1607.044,1608.7654,1600.0673,1611.2874,1619.9609,1607.0731,1619.024,1618.4443,1618.4347,1621.6748
882.4384155273438,880.9943,882.3242,881.08887,882.28357,882.80194,878.3817,878.6597,878.8064,875.93616,879.6081,875.27496,874.0846,874.9554
1326.5411376953125,1324.7485,1329.3757,1331.9359,1319.9802,1325.9108,1327.281,1329.0966,1324.8627,1312.8289,1327.6724,1329.7931,1325.5826,1331.1105
13583.2685546875,13582.041,13599.307,13618.868,13601.312,13626.487,13609.177,13592.617,13567.489,13686.444,13617.592,13592.598,13617.532,13605.659
1423.079345703125,1420.744,1424.4067,1423.4086,1424.1433,1425.0459,1424.7292,1420.411,1424.3632,1421.5824,1425.2472,1428.9703,1428.337,1427.8854
846.3073120117188,837.54974,841.43854,840.86005,850.5585,861.0468,848.3037,857.51575,869.7614,877.24365,866.5103,860.4037,859.2166,861.6912
1673.9061279296875,1675.6151,1669.2312,1679.4066,1678.1915,1679.9879,1670.9222,1682.603,1691.6765,1678.2512,1690.6979,1690.0729,1690.1096,1693.4629
1181.071533203125,1179.6094,1179.8348,1178.7216,1181.3954,1184.1088,1185.1055,1192.0465,1198.0465,1190.0208,1197.5056,1186.159,1194.3295,1198.9854
1503.58349609375,1499.5371,1497.4243,1498.3484,1503.959,1502.0824,1499.7584,1502.0317,1507.2008,1502.1432,1506.238,1504.9896,1507.8893,1507.1799
1581.3248291015625,1581.0079,1581.3313,1578.5656,1581.3081,1579.3798,1583.4381,1576.7062,1587.509,1580.5728,1588.739,1583.4705,1588.0171,1585.4994
1187.6644287109375,1190.9502,1196.9644,1191.7422,1185.5857,1190.1183,1189.6398,1192.7502,1198.8965,1190.4183,1192.6466,1190.5376,1199.8815,1200.0825
1406.599365234375,1408.1509,1402.6843,1411.101,1410.1562,1411.6667,1403.9716,1413.9417,1421.502,1410.0674,1420.6727,1420.2401,1420.0731,1423.0106
899.10693359375,898.1954,899.65546,899.4901,898.8676,900.7097,900.06104,899.0857,898.186,899.9667,900.1238,899.6249,901.42816,899.9552
1639.9576416015625,1642.4685,1640.8229,1642.9833,1644.7023,1639.3115,1638.6913,1641.1353,1645.6224,1643.8531,1646.69,1643.8463,1647.6915,1644.4594
1371.48193359375,1378.9714,1375.7356,1373.1196,1375.556,1382.6669,1379.3064,1381.0813,1388.3638,1384.0234,1383.0596,1394.7952,1391.9122,1400.5686
1199.724609375,1193.7424,1193.6984,1191.2115,1201.5099,1200.1996,1196.3768,1194.9662,1193.446,1188.7229,1197.4877,1195.8591,1190.8884,1193.724
1078.46826171875,1073.8134,1077.2919,1075.2716,1072.3894,1074.6324,1073.0082,1069.1886,1073.8881,1070.3121,1075.4513,1073.2509,1077.4452,1075.0137
1077.9874267578125,1072.6122,1072.5742,1070.3387,1079.5923,1078.4135,1074.9806,1073.7115,1072.3464,1068.1028,1075.9778,1074.5143,1070.0482,1072.595
1446.5826416015625,1440.0068,1443.119,1440.2112,1443.2875,1445.1962,1440.8704,1440.0153,1440.472,1437.3972,1444.906,1440.6227,1443.628,1443.0784
1108.3336181640625,1103.549,1107.1227,1105.0458,1102.0836,1104.3884,1102.7205,1098.7949,1103.625,1099.95,1105.2325,1102.9701,1107.2819,1104.7797
1167.412353515625,1161.5925,1161.5507,1159.1292,1169.1522,1167.8752,1164.1592,1162.7847,1161.3065,1156.7101,1165.2384,1163.6539,1158.8179,1161.5754
1252.564453125,1253.155,1253.0189,1259.6931,1261.0168,1259.5677,1251.7736,1240.5166,1246.8339,1253.1587,1252.8387,1260.383,1259.4766,1265.7593
1359.1220703125,1363.1837,1371.1456,1368.8608,1361.6553,1362.776,1378.1304,1381.5797,1377.055,1373.6365,1377.5005,1364.9236,1382.8444,1400.3378
856.9417724609375,859.05884,856.7527,858.05725,856.0861,856.12024,858.33167,860.2729,860.28375,857.77563,857.7,860.9959,860.321,865.262
1304.538330078125,1301.5344,1304.5227,1302.6898,1300.9843,1305.1735,1306.0138,1299.622,1308.2894,1308.3353,1307.2266,1302.7625,1297.5056,1311.6797
1326.2080078125,1324.8641,1322.636,1316.2778,1315.4863,1322.426,1316.4197,1322.4684,1330.0135,1327.5271,1331.0292,1326.8721,1328.0308,1328.0203
1687.570556640625,1679.3588,1679.0841,1676.9958,1690.342,1688.3563,1683.5602,1680.2871,1678.7908,1673.6436,1684.5376,1683.0841,1675.8932,1679.3303
1251.959716796875,1246.4688,1246.669,1245.7223,1252.1493,1250.4502,1247.3087,1247.4031,1245.0599,1244.1371,1252.1785,1244.4982,1242.8,1246.3131
1263.5689697265625,1263.07,1263.813,1261.7264,1265.8364,1263.2212,1260.7506,1266.122,1264.6654,1263.5542,1264.7107,1262.4072,1255.6719,1257.4305
1229.4046630859375,1228.9203,1229.6437,1227.6138,1231.6132,1229.0673,1226.6642,1231.8904,1230.4719,1229.3932,1230.5171,1228.2761,1221.724,1223.4336
1134.93896484375,1134.4915,1135.16,1133.2852,1136.9764,1134.6284,1132.4072,1137.2336,1135.9254,1134.9269,1135.9662,1133.8956,1127.8478,1129.427
995.82177734375,991.52496,994.73486,992.86993,990.20874,992.2779,990.779,987.254,991.59375,988.29175,993.0363,991.0019,994.87683,992.6325
1731.16748046875,1722.7439,1722.4595,1720.3177,1734.0065,1731.97,1727.0525,1723.6958,1722.1584,1716.8802,1728.0542,1726.5614,1719.191,1722.7117
1264.6337890625,1260.8345,1260.0177,1258.7343,1264.8203,1262.9015,1260.9181,1261.3176,1257.5422,1255.774,1261.947,1259.038,1253.8953,1258.0623
1567.567138671875,1559.9397,1559.6942,1557.7546,1570.1525,1568.308,1563.8441,1560.8026,1559.4259,1554.6421,1564.7539,1563.4119,1556.7168,1559.9271
1136.1416015625,1132.7279,1131.9938,1130.8407,1136.3071,1134.584,1132.8016,1133.1624,1129.7695,1128.1815,1133.7251,1131.1118,1126.4907,1130.2368
1725.3658447265625,1727.2706,1719.5999,1713.3861,1714.8147,1721.4772,1715.6455,1721.856,1731.3524,1732.9384,1734.4615,1726.0804,1726.9037,1727.8267
1649.507080078125,1643.0627,1641.7764,1642.8363,1650.4059,1648.324,1645.1583,1643.5107,1640.8304,1641.2646,1650.0028,1644.0353,1638.0153,1643.1041
1274.96826171875,1269.18,1271.9512,1269.3784,1272.0618,1273.7657,1269.9034,1269.1682,1269.5903,1266.9044,1273.4727,1269.7085,1272.3772,1271.8552
1681.8253173828125,1683.6825,1676.212,1670.1561,1671.5582,1678.0505,1672.3562,1678.4052,1687.6718,1689.2098,1690.7019,1682.5284,1683.3428,1684.2443
1532.1016845703125,1526.1321,1524.946,1525.9252,1532.967,1531.0283,1528.0715,1526.5524,1524.0679,1524.4567,1532.5918,1527.0397,1521.4348,1526.1654
1281.0260009765625,1279.8059,1280.0997,1280.8965,1280.7805,1281.2112,1281.3931,1281.3796,1280.3401,1281.8883,1279.9012,1280.6815,1280.0469,1279.2742
1653.673583984375,1652.5558,1652.606,1650.7695,1657.3799,1654.2164,1653.0743,1654.8435,1653.7878,1652.3323,1654.2792,1652.1697,1644.7825,1646.7018
1780.6304931640625,1779.4124,1779.4733,1777.4877,1784.6199,1781.1987,1780.002,1781.8646,1780.7507,1779.1913,1781.25,1779.0026,1771.0629,1773.13
1715.3193359375,1710.0312,1708.7859,1709.0219,1715.086,1713.2493,1711.189,1709.5592,1705.6299,1704.1307,1711.1436,1708.6658,1701.1434,1706.8214
1593.159423828125,1588.2622,1587.1129,1587.3287,1592.964,1591.2556,1589.3431,1587.8246,1584.1842,1582.7885,1589.2941,1587.0021,1580.0028,1585.2898
1255.278564453125,1258.7328,1258.3467,1262.0422,1253.9357,1247.6047,1241.5054,1247.4297,1257.5594,1252.653,1258.2389,1243.8042,1238.4457,1242.445
1124.6812744140625,1127.9858,1128.0309,1130.6212,1123.2771,1116.2185,1114.5789,1118.3496,1125.1608,1122.7617,1123.1357,1113.2355,1112.947,1115.534
13254.611328125,13284.843,13258.25,13265.397,13265.542,13285.28,13223.715,13310.668,13319.788,13281.34,13319.993,13328.423,13317.956,13336.083
9924.689453125,9906.018,9961.016,9942.859,9896.549,10059.837,9988.758,10043.075,10173.107,10254.996,10055.755,10014.364,10130.55,10099.677
12729.08203125,12683.399,12672.141,12670.191,12705.063,12710.433,12664.049,12675.364,12644.04,12606.745,12677.388,12633.842,12619.573,12653.685
11600.4462890625,11618.604,11582.852,11613.18,11624.335,11597.127,11627.527,11632.139,11592.086,11573.744,11623.745,11595.15,11622.175,11643.971
11645.78125,11641.796,11660.818,11680.019,11694.244,11655.393,11621.478,11633.153,11610.204,11628.736,11605.618,11591.05,11612.324,11621.042
10814.30078125,10792.47,10804.362,10796.324,10809.94,10798.5625,10782.114,10773.381,10763.4795,10733.342,10779.083,10773.146,10774.428,10795.926
1470.5928955078125,1474.4847,1488.9419,1476.0311,1464.1608,1473.0955,1473.188,1479.3754,1476.8473,1476.8296,1474.0986,1470.9595,1483.769,1485.8934
8129.7470703125,8138.4785,8124.68,8167.5176,8163.194,8149.6875,8143.0166,8106.5522,8076.464,8123.804,8123.348,8130.8936,8102.3696,8125.204
16105.580078125,16087.759,16070.672,16083.008,16085.532,16097.792,16063.565,16095.064,16135.581,16163.0205,16145.071,16090.678,16148.704,16152.391
2802.99462890625,2816.5435,2888.2793,2887.3198,2920.163,2975.1108,2914.144,3060.3774,3272.2292,2874.7349,3104.3076,3161.58,3161.8247,3271.0327
7961.220703125,7999.768,7973.02,7978.416,7970.073,7956.542,7967.178,8017.3237,8043.4434,8033.0137,8072.327,8042.959,8037.3394,8098.896
1239.8841552734375,1239.659,1239.6046,1240.1744,1239.5656,1240.9882,1239.3007,1240.6118,1237.4744,1240.7635,1240.1385,1240.3776,1238.2736,1239.2688
12295.28515625,12284.979,12280.504,12274.168,12296.686,12301.93,12321.166,12303.68,12284.808,12253.123,12287.889,12275.7705,12291.934,12316.554
15189.0595703125,15182.084,15176.817,15186.524,15196.28,15205.697,15192.143,15189.744,15191.514,15230.134,15214.953,15185.196,15140.779,15211.964
13134.330078125,13128.541,13121.427,13116.698,13176.691,13166.893,13158.126,13133.334,13126.054,13107.213,13155.534,13131.375,13090.817,13134.031
14111.623046875,14104.735,14101.329,14107.69,14116.069,14126.065,14112.697,14112.966,14115.893,14140.787,14133.849,14109.092,14067.551,14132.088
9767.2890625,9763.903,9806.44,9735.493,9752.486,9751.771,9794.181,9748.834,9773.239,9694.667,9772.6,9821.609,9843.63,9796.827
15929.138671875,15912.921,15904.018,15916.928,15924.371,15928.961,15892.951,15927.681,15954.563,15987.975,15966.245,15918.239,15984.881,15983.628
11681.2314453125,11687.795,11726.078,11676.495,11704.885,11693.38,11729.23,11687.825,11730.026,11703.949,11722.1455,11676.131,11718.741,11706.262
14748.591796875,14741.3125,14746.235,14733.24,14756.454,14748.848,14757.507,14745.524,14733.665,14733.942,14733.803,14721.044,14685.936,14702.733
13871.076171875,13865.195,13866.661,13866.642,13868.218,13875.023,13866.553,13868.689,13869.869,13872.057,13869.837,13865.682,13837.823,13866.8
2284.42626953125,2291.424,2296.1685,2298.7283,2292.605,2284.2869,2294.8684,2285.9602,2301.217,2300.5732,2311.263,2315.701,2320.988,2320.9036
14936.4130859375,14929.863,14931.7,14931.937,14933.459,14941.596,14931.389,14933.748,14934.352,14938.452,14935.903,14929.938,14899.238,14933.031
14903.7431640625,14897.326,14901.815,14888.93,14911.553,14904.927,14912.864,14900.743,14891.354,14890.117,14891.158,14878.111,14842.583,14860.515
14946.7880859375,14928.565,14924.216,14936.708,14939.302,14952.833,14915.125,14950.688,14982.103,15014.759,14988.738,14944.869,15011.064,15006.557
2872.27734375,2884.0078,2866.77,2868.9517,2856.7034,2866.3228,2860.9,2880.293,2856.5552,2845.3132,2862.9106,2864.9795,2866.8455,2882.9727
2891.41259765625,2888.9255,2890.372,2892.3594,2892.8416,2895.0388,2895.2402,2890.8596,2887.2542,2884.9207,2892.158,2893.827,2894.533,2890.237
13145.73828125,13143.852,13129.734,13128.1,13196.901,13185.693,13178.735,13150.486,13135.851,13123.566,13167.431,13146.757,13108.046,13142.716
14102.7451171875,14107.958,14093.529,14096.148,14106.46,14088.012,14054.886,14084.205,14104.873,14115.471,14120.408,14070.106,14097.782,14117.6045
11344.767578125,11334.528,11331.395,11325.28,11343.829,11349.724,11365.452,11351.114,11336.014,11307.459,11336.245,11325.991,11341.932,11366.54
14558.6259765625,14553.762,14553.816,14555.413,14559.03,14567.771,14552.614,14554.059,14552.155,14566.776,14560.145,14544.878,14514.1045,14557.59
1615.222900390625,1612.6881,1619.8009,1618.5032,1616.6337,1611.3795,1623.7087,1615.092,1612.1039,1610.1113,1619.4052,1612.2147,1614.4509,1617.405
14261.78125,14267.912,14252.26,14254.867,14266.419,14245.886,14213.038,14242.304,14262.802,14272.526,14279.013,14227.396,14254.238,14275.369
13129.16015625,13130.592,13121.84,13124.867,13128.48,13120.655,13086.046,13116.111,13137.856,13151.489,13149.597,13106.099,13136.895,13150.353
13911.8818359375,13907.622,13898.829,13900.957,13918.171,13920.572,13908.303,13914.367,13901.716,13933.578,13921.85,13908.682,13871.604,13905.066
2320.884521484375,2324.2507,2324.9265,2333.816,2338.746,2344.1519,2345.298,2344.8718,2348.177,2352.9753,2365.8726,2360.8281,2356.2341,2353.5676
1622.2279052734375,1620.9332,1624.5042,1623.1031,1625.3447,1627.7185,1634.5892,1635.5665,1644.4736,1632.7637,1628.8627,1635.523,1643.846,1639.6226
12868.9833984375,12864.784,12852.547,12866.962,12884.027,12886.582,12879.149,12867.937,12865.26,12927.182,12886.426,12863.048,12828.49,12887.464
5972.8779296875,5973.689,5962.2666,5960.09,6019.621,6024.2026,6005.2866,5994.131,5965.354,5910.8125,6001.626,5979.395,5971.3174,5989.174
14397.0068359375,14392.624,14392.61,14393.805,14397.578,14406.34,14391.482,14393.192,14391.52,14404.925,14398.709,14384.529,14354.194,14396.723
14947.72265625,14944.449,14946.31,14933.589,14949.659,14953.748,14951.645,14941.897,14953.908,14944.848,14946.303,14942.368,14914.563,14929.702
12630.1376953125,12583.389,12597.362,12580.104,12615.061,12612.335,12584.035,12590.416,12562.627,12532.564,12590.951,12559.129,12558.667,12600.139
5032.06884765625,5029.017,5046.209,5036.0728,5035.589,5021.939,5035.252,4999.2207,5013.0435,5009.24,5065.3794,5043.501,5099.4053,5067.1465
7683.5791015625,7675.498,7692.8745,7710.799,7744.9893,7762.1865,7719.9243,7753.405,7791.6064,7828.444,7777.834,7762.8647,7714.73,7722.845
6481.63671875,6482.7993,6479.69,6491.027,6495.7065,6493.117,6492.279,6478.305,6467.641,6517.766,6496.615,6476.07,6478.787,6475.2026
12349.59765625,12346.429,12371.181,12365.311,12397.006,12358.606,12319.839,12336.593,12304.841,12326.405,12309.582,12265.281,12293.018,12308.798
11757.40234375,11734.413,11740.271,11714.617,11810.326,11804.859,11770.639,11755.818,11744.428,11686.541,11760.293,11758.736,11735.185,11757.097
8922.23828125,8964.722,8977.324,8989.283,8933.886,8927.734,8967.535,8935.045,8951.831,8936.926,8951.454,8985.249,8988.316,8966.403
10386.4443359375,10364.632,10371.683,10349.615,10431.116,10427.799,10396.45,10383.076,10375.319,10324.233,10388.683,10386.842,10365.398,10387.771
12467.5185546875,12421.221,12435.069,12418.085,12452.391,12449.553,12421.624,12428.04,12400.539,12370.284,12428.145,12396.916,12396.748,12437.208
11154.908203125,11162.415,11175.853,11180.44,11172.478,11181.855,11171.452,11208.96,11226.077,11213.554,11198.723,11230.085,11208.933,11241.835
10106.5810546875,10093.218,10089.617,10108.434,10100.784,10115.205,10099.794,10101.55,10077.456,10120.201,10096.41,10105.314,10094.95,10087.848
12189.828125,12186.74,12210.894,12205.943,12237.054,12198.811,12160.585,12176.977,12145.646,12166.992,12149.845,12106.956,12134.54,12149.922
3259.49755859375,3276.7168,3274.274,3274.1646,3275.5283,3263.6243,3250.0737,3274.6897,3263.5327,3269.6807,3273.162,3275.5203,3276.553,3276.6829
4731.720703125,4745.8184,4718.3066,4742.3516,4723.7954,4733.832,4740.116,4765.472,4750.14,4762.408,4742.505,4726.187,4735.702,4742.0693
3260.00439453125,3258.488,3261.1965,3262.444,3260.0557,3264.6118,3261.8176,3260.288,3258.8489,3263.0972,3262.0396,3262.3367,3264.2637,3262.0537
12419.392578125,12337.741,12433.496,12458.431,12590.458,12448.369,12442.984,12527.755,12664.9375,12608.74,12645.549,12545.768,12700.455,12539.709
1099.3297119140625,1095.5626,1094.7373,1095.1337,1096.2582,1097.1855,1093.1168,1094.5201,1093.596,1090.3964,1096.2523,1091.0267,1090.1531,1092.5338
12638.8603515625,12613.338,12620.681,12593.282,12696.561,12692.369,12650.908,12634.169,12619.735,12556.202,12640.935,12639.979,12616.108,12632.841
